,country,org_type,flow_type,transaction_type,year,quarter,month,aggregate_type,variable,value,timeframe,measure
61201,Germany,Germany,Low-income,Disbursements,2020,4,12,Specific donor,Proportion,0.538420915,Monthly,Country income
61451,Germany,Germany,Lower middle-income,Disbursements,2020,1,1,Specific donor,Proportion,0.335236825,Monthly,Country income
61461,Germany,Germany,Lower middle-income,Disbursements,2020,1,2,Specific donor,Proportion,0.279642223,Monthly,Country income
61471,Germany,Germany,Lower middle-income,Disbursements,2020,1,3,Specific donor,Proportion,0.209145706,Monthly,Country income
61481,Germany,Germany,Lower middle-income,Disbursements,2020,2,4,Specific donor,Proportion,0.238826203,Monthly,Country income
61491,Germany,Germany,Lower middle-income,Disbursements,2020,2,5,Specific donor,Proportion,0.291957723,Monthly,Country income
61501,Germany,Germany,Lower middle-income,Disbursements,2020,2,6,Specific donor,Proportion,0.131068369,Monthly,Country income
61511,Germany,Germany,Lower middle-income,Disbursements,2020,3,7,Specific donor,Proportion,0.180516854,Monthly,Country income
61521,Germany,Germany,Lower middle-income,Disbursements,2020,3,8,Specific donor,Proportion,0.168802699,Monthly,Country income
61531,Germany,Germany,Lower middle-income,Disbursements,2020,3,9,Specific donor,Proportion,0.055726167,Monthly,Country income
61541,Germany,Germany,Lower middle-income,Disbursements,2020,4,10,Specific donor,Proportion,0.163376999,Monthly,Country income
61551,Germany,Germany,Lower middle-income,Disbursements,2020,4,11,Specific donor,Proportion,0.203586781,Monthly,Country income
61561,Germany,Germany,Lower middle-income,Disbursements,2020,4,12,Specific donor,Proportion,0.200666736,Monthly,Country income
61811,Germany,Germany,Upper middle-income,Disbursements,2020,1,1,Specific donor,Proportion,0.255068547,Monthly,Country income
61821,Germany,Germany,Upper middle-income,Disbursements,2020,1,2,Specific donor,Proportion,0.264502044,Monthly,Country income
61831,Germany,Germany,Upper middle-income,Disbursements,2020,1,3,Specific donor,Proportion,0.070470732,Monthly,Country income
61841,Germany,Germany,Upper middle-income,Disbursements,2020,2,4,Specific donor,Proportion,0.195770851,Monthly,Country income
61851,Germany,Germany,Upper middle-income,Disbursements,2020,2,5,Specific donor,Proportion,0.177196025,Monthly,Country income
61861,Germany,Germany,Upper middle-income,Disbursements,2020,2,6,Specific donor,Proportion,0.195475312,Monthly,Country income
61871,Germany,Germany,Upper middle-income,Disbursements,2020,3,7,Specific donor,Proportion,0.166929218,Monthly,Country income
61881,Germany,Germany,Upper middle-income,Disbursements,2020,3,8,Specific donor,Proportion,0.127537347,Monthly,Country income
61891,Germany,Germany,Upper middle-income,Disbursements,2020,3,9,Specific donor,Proportion,0.068795474,Monthly,Country income
61901,Germany,Germany,Upper middle-income,Disbursements,2020,4,10,Specific donor,Proportion,0.156180434,Monthly,Country income
61911,Germany,Germany,Upper middle-income,Disbursements,2020,4,11,Specific donor,Proportion,0.163870312,Monthly,Country income
61921,Germany,Germany,Upper middle-income,Disbursements,2020,4,12,Specific donor,Proportion,0.260142702,Monthly,Country income
62171,Global Fund,Global Fund,High-income,Disbursements,2020,1,1,Specific donor,Proportion,0.001786009,Monthly,Country income
62181,Global Fund,Global Fund,High-income,Disbursements,2020,1,2,Specific donor,Proportion,0,Monthly,Country income
62191,Global Fund,Global Fund,High-income,Disbursements,2020,1,3,Specific donor,Proportion,0.000848523,Monthly,Country income
62201,Global Fund,Global Fund,High-income,Disbursements,2020,2,4,Specific donor,Proportion,0.000866681,Monthly,Country income
62211,Global Fund,Global Fund,High-income,Disbursements,2020,2,5,Specific donor,Proportion,0,Monthly,Country income
62221,Global Fund,Global Fund,High-income,Disbursements,2020,2,6,Specific donor,Proportion,0.000760057,Monthly,Country income
62231,Global Fund,Global Fund,High-income,Disbursements,2020,3,7,Specific donor,Proportion,0.000373277,Monthly,Country income
62241,Global Fund,Global Fund,High-income,Disbursements,2020,3,8,Specific donor,Proportion,0.003105914,Monthly,Country income
62251,Global Fund,Global Fund,High-income,Disbursements,2020,3,9,Specific donor,Proportion,0,Monthly,Country income
62261,Global Fund,Global Fund,High-income,Disbursements,2020,4,10,Specific donor,Proportion,0.001168546,Monthly,Country income
62271,Global Fund,Global Fund,High-income,Disbursements,2020,4,11,Specific donor,Proportion,0.001552349,Monthly,Country income
62281,Global Fund,Global Fund,High-income,Disbursements,2020,4,12,Specific donor,Proportion,5.08E-05,Monthly,Country income
62531,Global Fund,Global Fund,Low-income,Disbursements,2020,1,1,Specific donor,Proportion,0.461214242,Monthly,Country income
62541,Global Fund,Global Fund,Low-income,Disbursements,2020,1,2,Specific donor,Proportion,0.413479705,Monthly,Country income
62551,Global Fund,Global Fund,Low-income,Disbursements,2020,1,3,Specific donor,Proportion,0.357530475,Monthly,Country income
62561,Global Fund,Global Fund,Low-income,Disbursements,2020,2,4,Specific donor,Proportion,0.400502123,Monthly,Country income
62571,Global Fund,Global Fund,Low-income,Disbursements,2020,2,5,Specific donor,Proportion,0.352880537,Monthly,Country income
62581,Global Fund,Global Fund,Low-income,Disbursements,2020,2,6,Specific donor,Proportion,0.498834266,Monthly,Country income
62591,Global Fund,Global Fund,Low-income,Disbursements,2020,3,7,Specific donor,Proportion,0.496152419,Monthly,Country income
62601,Global Fund,Global Fund,Low-income,Disbursements,2020,3,8,Specific donor,Proportion,0.426796088,Monthly,Country income
62611,Global Fund,Global Fund,Low-income,Disbursements,2020,3,9,Specific donor,Proportion,0.44544378,Monthly,Country income
62621,Global Fund,Global Fund,Low-income,Disbursements,2020,4,10,Specific donor,Proportion,0.429021429,Monthly,Country income
62631,Global Fund,Global Fund,Low-income,Disbursements,2020,4,11,Specific donor,Proportion,0.383180462,Monthly,Country income
62641,Global Fund,Global Fund,Low-income,Disbursements,2020,4,12,Specific donor,Proportion,0.493456412,Monthly,Country income
62891,Global Fund,Global Fund,Lower middle-income,Disbursements,2020,1,1,Specific donor,Proportion,0.448043456,Monthly,Country income
62901,Global Fund,Global Fund,Lower middle-income,Disbursements,2020,1,2,Specific donor,Proportion,0.469062989,Monthly,Country income
62911,Global Fund,Global Fund,Lower middle-income,Disbursements,2020,1,3,Specific donor,Proportion,0.579681689,Monthly,Country income
62921,Global Fund,Global Fund,Lower middle-income,Disbursements,2020,2,4,Specific donor,Proportion,0.511056765,Monthly,Country income
62931,Global Fund,Global Fund,Lower middle-income,Disbursements,2020,2,5,Specific donor,Proportion,0.528776335,Monthly,Country income
62941,Global Fund,Global Fund,Lower middle-income,Disbursements,2020,2,6,Specific donor,Proportion,0.447759992,Monthly,Country income
62951,Global Fund,Global Fund,Lower middle-income,Disbursements,2020,3,7,Specific donor,Proportion,0.405103268,Monthly,Country income
62961,Global Fund,Global Fund,Lower middle-income,Disbursements,2020,3,8,Specific donor,Proportion,0.490952709,Monthly,Country income
62971,Global Fund,Global Fund,Lower middle-income,Disbursements,2020,3,9,Specific donor,Proportion,0.540516378,Monthly,Country income
62981,Global Fund,Global Fund,Lower middle-income,Disbursements,2020,4,10,Specific donor,Proportion,0.536109376,Monthly,Country income
62991,Global Fund,Global Fund,Lower middle-income,Disbursements,2020,4,11,Specific donor,Proportion,0.478579076,Monthly,Country income
63001,Global Fund,Global Fund,Lower middle-income,Disbursements,2020,4,12,Specific donor,Proportion,0.400384122,Monthly,Country income
63251,Global Fund,Global Fund,Upper middle-income,Disbursements,2020,1,1,Specific donor,Proportion,0.088956292,Monthly,Country income
63261,Global Fund,Global Fund,Upper middle-income,Disbursements,2020,1,2,Specific donor,Proportion,0.117457306,Monthly,Country income
63271,Global Fund,Global Fund,Upper middle-income,Disbursements,2020,1,3,Specific donor,Proportion,0.061939312,Monthly,Country income
63281,Global Fund,Global Fund,Upper middle-income,Disbursements,2020,2,4,Specific donor,Proportion,0.087574431,Monthly,Country income
63291,Global Fund,Global Fund,Upper middle-income,Disbursements,2020,2,5,Specific donor,Proportion,0.118343128,Monthly,Country income
63301,Global Fund,Global Fund,Upper middle-income,Disbursements,2020,2,6,Specific donor,Proportion,0.052645685,Monthly,Country income
63311,Global Fund,Global Fund,Upper middle-income,Disbursements,2020,3,7,Specific donor,Proportion,0.098371035,Monthly,Country income
63321,Global Fund,Global Fund,Upper middle-income,Disbursements,2020,3,8,Specific donor,Proportion,0.079145289,Monthly,Country income
63331,Global Fund,Global Fund,Upper middle-income,Disbursements,2020,3,9,Specific donor,Proportion,0.014039842,Monthly,Country income
63341,Global Fund,Global Fund,Upper middle-income,Disbursements,2020,4,10,Specific donor,Proportion,0.033700648,Monthly,Country income
63351,Global Fund,Global Fund,Upper middle-income,Disbursements,2020,4,11,Specific donor,Proportion,0.136688114,Monthly,Country income
63361,Global Fund,Global Fund,Upper middle-income,Disbursements,2020,4,12,Specific donor,Proportion,0.10610869,Monthly,Country income
63611,Inter-American Development Bank,Inter-American Development Bank,High-income,Disbursements,2020,1,1,Specific donor,Proportion,0.006200798,Monthly,Country income
63621,Inter-American Development Bank,Inter-American Development Bank,High-income,Disbursements,2020,1,2,Specific donor,Proportion,0.130969606,Monthly,Country income
63631,Inter-American Development Bank,Inter-American Development Bank,High-income,Disbursements,2020,1,3,Specific donor,Proportion,0.666513812,Monthly,Country income
63641,Inter-American Development Bank,Inter-American Development Bank,High-income,Disbursements,2020,2,4,Specific donor,Proportion,0.399855854,Monthly,Country income
63651,Inter-American Development Bank,Inter-American Development Bank,High-income,Disbursements,2020,2,5,Specific donor,Proportion,0.040270608,Monthly,Country income
63661,Inter-American Development Bank,Inter-American Development Bank,High-income,Disbursements,2020,2,6,Specific donor,Proportion,0.041113899,Monthly,Country income
63671,Inter-American Development Bank,Inter-American Development Bank,High-income,Disbursements,2020,3,7,Specific donor,Proportion,0.256788377,Monthly,Country income
63681,Inter-American Development Bank,Inter-American Development Bank,High-income,Disbursements,2020,3,8,Specific donor,Proportion,0.330202655,Monthly,Country income
63691,Inter-American Development Bank,Inter-American Development Bank,High-income,Disbursements,2020,3,9,Specific donor,Proportion,0.60738329,Monthly,Country income
63701,Inter-American Development Bank,Inter-American Development Bank,High-income,Disbursements,2020,4,10,Specific donor,Proportion,0.014750454,Monthly,Country income
63711,Inter-American Development Bank,Inter-American Development Bank,High-income,Disbursements,2020,4,11,Specific donor,Proportion,0.049734765,Monthly,Country income
63721,Inter-American Development Bank,Inter-American Development Bank,High-income,Disbursements,2020,4,12,Specific donor,Proportion,0.230742883,Monthly,Country income
63971,Inter-American Development Bank,Inter-American Development Bank,Low-income,Disbursements,2020,1,1,Specific donor,Proportion,-0.003047045,Monthly,Country income
63981,Inter-American Development Bank,Inter-American Development Bank,Low-income,Disbursements,2020,1,2,Specific donor,Proportion,0.025653609,Monthly,Country income
63991,Inter-American Development Bank,Inter-American Development Bank,Low-income,Disbursements,2020,1,3,Specific donor,Proportion,0.00062959,Monthly,Country income
64001,Inter-American Development Bank,Inter-American Development Bank,Low-income,Disbursements,2020,2,4,Specific donor,Proportion,0.002911585,Monthly,Country income
64011,Inter-American Development Bank,Inter-American Development Bank,Low-income,Disbursements,2020,2,5,Specific donor,Proportion,0.009829278,Monthly,Country income
64021,Inter-American Development Bank,Inter-American Development Bank,Low-income,Disbursements,2020,2,6,Specific donor,Proportion,0.002739017,Monthly,Country income
64031,Inter-American Development Bank,Inter-American Development Bank,Low-income,Disbursements,2020,3,7,Specific donor,Proportion,0.003194179,Monthly,Country income
64041,Inter-American Development Bank,Inter-American Development Bank,Low-income,Disbursements,2020,3,8,Specific donor,Proportion,0.014685422,Monthly,Country income
64051,Inter-American Development Bank,Inter-American Development Bank,Low-income,Disbursements,2020,3,9,Specific donor,Proportion,0.013590199,Monthly,Country income
64061,Inter-American Development Bank,Inter-American Development Bank,Low-income,Disbursements,2020,4,10,Specific donor,Proportion,0.065238795,Monthly,Country income
64071,Inter-American Development Bank,Inter-American Development Bank,Low-income,Disbursements,2020,4,11,Specific donor,Proportion,0.006633209,Monthly,Country income
64081,Inter-American Development Bank,Inter-American Development Bank,Low-income,Disbursements,2020,4,12,Specific donor,Proportion,0.007018929,Monthly,Country income
64331,Inter-American Development Bank,Inter-American Development Bank,Lower middle-income,Disbursements,2020,1,1,Specific donor,Proportion,0.044133564,Monthly,Country income
64341,Inter-American Development Bank,Inter-American Development Bank,Lower middle-income,Disbursements,2020,1,2,Specific donor,Proportion,0.098881306,Monthly,Country income
64351,Inter-American Development Bank,Inter-American Development Bank,Lower middle-income,Disbursements,2020,1,3,Specific donor,Proportion,0.025666411,Monthly,Country income
