"","country","org_type","flow_type","transaction_type","year","aggregate_type","variable","value"
"1116","UNICEF","UNICEF","Business & industry","Disbursements","2020","Donor","Volume",0.31831839
"1117","UNICEF","UNICEF","Education","Commitments","2018","Donor","Volume",1324.614177342
"1118","UNICEF","UNICEF","Education","Commitments","2019","Donor","Volume",1277.132183975
"1119","UNICEF","UNICEF","Education","Commitments","2020","Donor","Volume",1051.360774401
"1120","UNICEF","UNICEF","Education","Disbursements","2018","Donor","Volume",1369.71012446101
"1121","UNICEF","UNICEF","Education","Disbursements","2019","Donor","Volume",1320.876682837
"1122","UNICEF","UNICEF","Education","Disbursements","2020","Donor","Volume",1229.176222948
"1123","UNICEF","UNICEF","Governance & security","Commitments","2018","Donor","Volume",290.766210023
"1124","UNICEF","UNICEF","Governance & security","Commitments","2019","Donor","Volume",324.665679808
"1125","UNICEF","UNICEF","Governance & security","Commitments","2020","Donor","Volume",331.698420562
"1126","UNICEF","UNICEF","Governance & security","Disbursements","2018","Donor","Volume",293.575184492001
"1127","UNICEF","UNICEF","Governance & security","Disbursements","2019","Donor","Volume",340.185731683
"1128","UNICEF","UNICEF","Governance & security","Disbursements","2020","Donor","Volume",353.385434184
"1129","UNICEF","UNICEF","Health","Commitments","2018","Donor","Volume",1602.548031886
"1130","UNICEF","UNICEF","Health","Commitments","2019","Donor","Volume",1710.662550569
"1131","UNICEF","UNICEF","Health","Commitments","2020","Donor","Volume",1658.022852815
"1132","UNICEF","UNICEF","Health","Disbursements","2018","Donor","Volume",1661.744535947
"1133","UNICEF","UNICEF","Health","Disbursements","2019","Donor","Volume",1792.163589919
"1134","UNICEF","UNICEF","Health","Disbursements","2020","Donor","Volume",1735.521912515
"1135","UNICEF","UNICEF","Infrastructure","Commitments","2018","Donor","Volume",1.946562465
"1136","UNICEF","UNICEF","Infrastructure","Commitments","2019","Donor","Volume",1.993260266
"1137","UNICEF","UNICEF","Infrastructure","Commitments","2020","Donor","Volume",2.866404684
"1138","UNICEF","UNICEF","Infrastructure","Disbursements","2018","Donor","Volume",1.198229744
"1139","UNICEF","UNICEF","Infrastructure","Disbursements","2019","Donor","Volume",1.940670872
"1140","UNICEF","UNICEF","Infrastructure","Disbursements","2020","Donor","Volume",2.480199819
"1141","UNICEF","UNICEF","Other social services","Commitments","2018","Donor","Volume",292.360970496001
"1142","UNICEF","UNICEF","Other social services","Commitments","2019","Donor","Volume",305.864133876
"1143","UNICEF","UNICEF","Other social services","Commitments","2020","Donor","Volume",293.210727695
"1144","UNICEF","UNICEF","Other social services","Disbursements","2018","Donor","Volume",309.548357886
"1145","UNICEF","UNICEF","Other social services","Disbursements","2019","Donor","Volume",305.881669341
"1146","UNICEF","UNICEF","Other social services","Disbursements","2020","Donor","Volume",316.780713366
"1147","UNICEF","UNICEF","Water & sanitation","Commitments","2018","Donor","Volume",351.536319346
"1148","UNICEF","UNICEF","Water & sanitation","Commitments","2019","Donor","Volume",351.348021432
"1149","UNICEF","UNICEF","Water & sanitation","Commitments","2020","Donor","Volume",338.657261698001
"1150","UNICEF","UNICEF","Water & sanitation","Disbursements","2018","Donor","Volume",387.208360955999
"1151","UNICEF","UNICEF","Water & sanitation","Disbursements","2019","Donor","Volume",368.123233448
"1152","UNICEF","UNICEF","Water & sanitation","Disbursements","2020","Donor","Volume",355.332991598
"1153","UNIDO","UNIDO","Agriculture & food security","Commitments","2018","Donor","Volume",0
"1154","UNIDO","UNIDO","Agriculture & food security","Commitments","2019","Donor","Volume",0
"1155","UNIDO","UNIDO","Agriculture & food security","Commitments","2020","Donor","Volume",0
"1156","UNIDO","UNIDO","Agriculture & food security","Disbursements","2018","Donor","Volume",0
"1157","UNIDO","UNIDO","Agriculture & food security","Disbursements","2019","Donor","Volume",0
"1158","UNIDO","UNIDO","Agriculture & food security","Disbursements","2020","Donor","Volume",0
"1159","UNIDO","UNIDO","Business & industry","Commitments","2018","Donor","Volume",0
"1160","UNIDO","UNIDO","Business & industry","Commitments","2019","Donor","Volume",0
"1161","UNIDO","UNIDO","Business & industry","Commitments","2020","Donor","Volume",0
"1162","UNIDO","UNIDO","Business & industry","Disbursements","2018","Donor","Volume",189.789800481422
"1163","UNIDO","UNIDO","Business & industry","Disbursements","2019","Donor","Volume",190.34603728097
"1164","UNIDO","UNIDO","Business & industry","Disbursements","2020","Donor","Volume",177.674348861864
"1165","UNIDO","UNIDO","Education","Commitments","2018","Donor","Volume",0
"1166","UNIDO","UNIDO","Education","Commitments","2019","Donor","Volume",0
"1167","UNIDO","UNIDO","Education","Commitments","2020","Donor","Volume",0
"1168","UNIDO","UNIDO","Education","Disbursements","2018","Donor","Volume",0
"1169","UNIDO","UNIDO","Education","Disbursements","2019","Donor","Volume",0
"1170","UNIDO","UNIDO","Education","Disbursements","2020","Donor","Volume",0
"1171","UNIDO","UNIDO","Governance & security","Commitments","2018","Donor","Volume",0
"1172","UNIDO","UNIDO","Governance & security","Commitments","2019","Donor","Volume",0
"1173","UNIDO","UNIDO","Governance & security","Commitments","2020","Donor","Volume",0
"1174","UNIDO","UNIDO","Governance & security","Disbursements","2018","Donor","Volume",0
"1175","UNIDO","UNIDO","Governance & security","Disbursements","2019","Donor","Volume",0
"1176","UNIDO","UNIDO","Governance & security","Disbursements","2020","Donor","Volume",0
"1177","UNIDO","UNIDO","Health","Commitments","2018","Donor","Volume",0
"1178","UNIDO","UNIDO","Health","Commitments","2019","Donor","Volume",0
"1179","UNIDO","UNIDO","Health","Commitments","2020","Donor","Volume",0
"1180","UNIDO","UNIDO","Health","Disbursements","2018","Donor","Volume",0
"1181","UNIDO","UNIDO","Health","Disbursements","2019","Donor","Volume",0
"1182","UNIDO","UNIDO","Health","Disbursements","2020","Donor","Volume",0
"1183","UNIDO","UNIDO","Infrastructure","Commitments","2018","Donor","Volume",0
"1184","UNIDO","UNIDO","Infrastructure","Commitments","2019","Donor","Volume",0
"1185","UNIDO","UNIDO","Infrastructure","Commitments","2020","Donor","Volume",0
"1186","UNIDO","UNIDO","Infrastructure","Disbursements","2018","Donor","Volume",0
"1187","UNIDO","UNIDO","Infrastructure","Disbursements","2019","Donor","Volume",0
"1188","UNIDO","UNIDO","Infrastructure","Disbursements","2020","Donor","Volume",0
"1189","UNIDO","UNIDO","Other social services","Commitments","2018","Donor","Volume",0
"1190","UNIDO","UNIDO","Other social services","Commitments","2019","Donor","Volume",0
"1191","UNIDO","UNIDO","Other social services","Commitments","2020","Donor","Volume",0
"1192","UNIDO","UNIDO","Other social services","Disbursements","2018","Donor","Volume",0
"1193","UNIDO","UNIDO","Other social services","Disbursements","2019","Donor","Volume",0
"1194","UNIDO","UNIDO","Other social services","Disbursements","2020","Donor","Volume",0
"1195","UNIDO","UNIDO","Water & sanitation","Commitments","2018","Donor","Volume",0
"1196","UNIDO","UNIDO","Water & sanitation","Commitments","2019","Donor","Volume",0
"1197","UNIDO","UNIDO","Water & sanitation","Commitments","2020","Donor","Volume",0
"1198","UNIDO","UNIDO","Water & sanitation","Disbursements","2018","Donor","Volume",0
"1199","UNIDO","UNIDO","Water & sanitation","Disbursements","2019","Donor","Volume",0
"1200","UNIDO","UNIDO","Water & sanitation","Disbursements","2020","Donor","Volume",0
"1201","Unitaid","Unitaid","Agriculture & food security","Commitments","2018","Donor","Volume",0
"1202","Unitaid","Unitaid","Agriculture & food security","Commitments","2019","Donor","Volume",0
"1203","Unitaid","Unitaid","Agriculture & food security","Commitments","2020","Donor","Volume",0
"1204","Unitaid","Unitaid","Agriculture & food security","Disbursements","2018","Donor","Volume",0
"1205","Unitaid","Unitaid","Agriculture & food security","Disbursements","2019","Donor","Volume",0
"1206","Unitaid","Unitaid","Agriculture & food security","Disbursements","2020","Donor","Volume",0
"1207","Unitaid","Unitaid","Business & industry","Commitments","2018","Donor","Volume",0
"1208","Unitaid","Unitaid","Business & industry","Commitments","2019","Donor","Volume",0
"1209","Unitaid","Unitaid","Business & industry","Commitments","2020","Donor","Volume",0
"1210","Unitaid","Unitaid","Business & industry","Disbursements","2018","Donor","Volume",0
"1211","Unitaid","Unitaid","Business & industry","Disbursements","2019","Donor","Volume",0
"1212","Unitaid","Unitaid","Business & industry","Disbursements","2020","Donor","Volume",0
"1213","Unitaid","Unitaid","Education","Commitments","2018","Donor","Volume",0
"1214","Unitaid","Unitaid","Education","Commitments","2019","Donor","Volume",0
"1215","Unitaid","Unitaid","Education","Commitments","2020","Donor","Volume",0
"1216","Unitaid","Unitaid","Education","Disbursements","2018","Donor","Volume",0
"1217","Unitaid","Unitaid","Education","Disbursements","2019","Donor","Volume",0
"1218","Unitaid","Unitaid","Education","Disbursements","2020","Donor","Volume",0
"1219","Unitaid","Unitaid","Governance & security","Commitments","2018","Donor","Volume",0
"1220","Unitaid","Unitaid","Governance & security","Commitments","2019","Donor","Volume",0
"1221","Unitaid","Unitaid","Governance & security","Commitments","2020","Donor","Volume",0
"1222","Unitaid","Unitaid","Governance & security","Disbursements","2018","Donor","Volume",0
"1223","Unitaid","Unitaid","Governance & security","Disbursements","2019","Donor","Volume",0
"1224","Unitaid","Unitaid","Governance & security","Disbursements","2020","Donor","Volume",0
"1225","Unitaid","Unitaid","Health","Commitments","2018","Donor","Volume",80.862152
"1226","Unitaid","Unitaid","Health","Commitments","2019","Donor","Volume",239.710212
"1227","Unitaid","Unitaid","Health","Commitments","2020","Donor","Volume",62.134113
"1228","Unitaid","Unitaid","Health","Disbursements","2018","Donor","Volume",178.74270765
"1229","Unitaid","Unitaid","Health","Disbursements","2019","Donor","Volume",215.407708
"1230","Unitaid","Unitaid","Health","Disbursements","2020","Donor","Volume",223.345299
"1231","Unitaid","Unitaid","Infrastructure","Commitments","2018","Donor","Volume",0
"1232","Unitaid","Unitaid","Infrastructure","Commitments","2019","Donor","Volume",0
"1233","Unitaid","Unitaid","Infrastructure","Commitments","2020","Donor","Volume",0
"1234","Unitaid","Unitaid","Infrastructure","Disbursements","2018","Donor","Volume",0
"1235","Unitaid","Unitaid","Infrastructure","Disbursements","2019","Donor","Volume",0
"1236","Unitaid","Unitaid","Infrastructure","Disbursements","2020","Donor","Volume",0
"1237","Unitaid","Unitaid","Other social services","Commitments","2018","Donor","Volume",0
"1238","Unitaid","Unitaid","Other social services","Commitments","2019","Donor","Volume",0
"1239","Unitaid","Unitaid","Other social services","Commitments","2020","Donor","Volume",0
"1240","Unitaid","Unitaid","Other social services","Disbursements","2018","Donor","Volume",0
"1241","Unitaid","Unitaid","Other social services","Disbursements","2019","Donor","Volume",0
"1242","Unitaid","Unitaid","Other social services","Disbursements","2020","Donor","Volume",0
"1243","Unitaid","Unitaid","Water & sanitation","Commitments","2018","Donor","Volume",0
"1244","Unitaid","Unitaid","Water & sanitation","Commitments","2019","Donor","Volume",0
"1245","Unitaid","Unitaid","Water & sanitation","Commitments","2020","Donor","Volume",0
"1246","Unitaid","Unitaid","Water & sanitation","Disbursements","2018","Donor","Volume",0
"1247","Unitaid","Unitaid","Water & sanitation","Disbursements","2019","Donor","Volume",0
"1248","Unitaid","Unitaid","Water & sanitation","Disbursements","2020","Donor","Volume",0
"1249","UNRWA","UNRWA","Agriculture & food security","Commitments","2018","Donor","Volume",0
"1250","UNRWA","UNRWA","Agriculture & food security","Commitments","2019","Donor","Volume",0
"1251","UNRWA","UNRWA","Agriculture & food security","Commitments","2020","Donor","Volume",0
"1252","UNRWA","UNRWA","Agriculture & food security","Disbursements","2018","Donor","Volume",0
"1253","UNRWA","UNRWA","Agriculture & food security","Disbursements","2019","Donor","Volume",0
"1254","UNRWA","UNRWA","Agriculture & food security","Disbursements","2020","Donor","Volume",0
"1255","UNRWA","UNRWA","Business & industry","Commitments","2018","Donor","Volume",0
"1256","UNRWA","UNRWA","Business & industry","Commitments","2019","Donor","Volume",0
"1257","UNRWA","UNRWA","Business & industry","Commitments","2020","Donor","Volume",0
"1258","UNRWA","UNRWA","Business & industry","Disbursements","2018","Donor","Volume",0
"1259","UNRWA","UNRWA","Business & industry","Disbursements","2019","Donor","Volume",0
"1260","UNRWA","UNRWA","Business & industry","Disbursements","2020","Donor","Volume",0
