"","country","org_type","flow_type","transaction_type","year","aggregate_type","variable","value","measure"
"666","Unitaid","Unitaid","Less than 5%","Disbursements","2020","Donor","Volume",0,"Poverty"
"667","Unitaid","Unitaid","Missing","Commitments","2018","Donor","Volume",80.862152,"Poverty"
"668","Unitaid","Unitaid","Missing","Commitments","2019","Donor","Volume",239.710212,"Poverty"
"669","Unitaid","Unitaid","Missing","Commitments","2020","Donor","Volume",62.134113,"Poverty"
"670","Unitaid","Unitaid","Missing","Disbursements","2018","Donor","Volume",178.74270765,"Poverty"
"671","Unitaid","Unitaid","Missing","Disbursements","2019","Donor","Volume",215.407708,"Poverty"
"672","Unitaid","Unitaid","Missing","Disbursements","2020","Donor","Volume",223.345299,"Poverty"
"673","UNOCHA","UNOCHA","5-20%","Commitments","2018","Donor","Volume",13.36837948,"Poverty"
"674","UNOCHA","UNOCHA","5-20%","Commitments","2019","Donor","Volume",20.67391705,"Poverty"
"675","UNOCHA","UNOCHA","5-20%","Commitments","2020","Donor","Volume",19.98731096,"Poverty"
"676","UNOCHA","UNOCHA","5-20%","Disbursements","2018","Donor","Volume",84.7431468,"Poverty"
"677","UNOCHA","UNOCHA","5-20%","Disbursements","2019","Donor","Volume",116.685127,"Poverty"
"678","UNOCHA","UNOCHA","5-20%","Disbursements","2020","Donor","Volume",198.024154021898,"Poverty"
"679","UNOCHA","UNOCHA","Above 20%","Commitments","2018","Donor","Volume",115.49446812,"Poverty"
"680","UNOCHA","UNOCHA","Above 20%","Commitments","2019","Donor","Volume",120.69692014,"Poverty"
"681","UNOCHA","UNOCHA","Above 20%","Commitments","2020","Donor","Volume",139.85432768,"Poverty"
"682","UNOCHA","UNOCHA","Above 20%","Disbursements","2018","Donor","Volume",453.18624,"Poverty"
"683","UNOCHA","UNOCHA","Above 20%","Disbursements","2019","Donor","Volume",478.669737,"Poverty"
"684","UNOCHA","UNOCHA","Above 20%","Disbursements","2020","Donor","Volume",525.077733072154,"Poverty"
"685","UNOCHA","UNOCHA","Less than 5%","Commitments","2018","Donor","Volume",37.83301429,"Poverty"
"686","UNOCHA","UNOCHA","Less than 5%","Commitments","2019","Donor","Volume",37.90593338,"Poverty"
"687","UNOCHA","UNOCHA","Less than 5%","Commitments","2020","Donor","Volume",36.19357208,"Poverty"
"688","UNOCHA","UNOCHA","Less than 5%","Disbursements","2018","Donor","Volume",111.6159002,"Poverty"
"689","UNOCHA","UNOCHA","Less than 5%","Disbursements","2019","Donor","Volume",88.015443,"Poverty"
"690","UNOCHA","UNOCHA","Less than 5%","Disbursements","2020","Donor","Volume",113.270989332402,"Poverty"
"691","UNOCHA","UNOCHA","Missing","Commitments","2018","Donor","Volume",101.80103892,"Poverty"
"692","UNOCHA","UNOCHA","Missing","Commitments","2019","Donor","Volume",91.41790542,"Poverty"
"693","UNOCHA","UNOCHA","Missing","Commitments","2020","Donor","Volume",88.78169875,"Poverty"
"694","UNOCHA","UNOCHA","Missing","Disbursements","2018","Donor","Volume",104.502505,"Poverty"
"695","UNOCHA","UNOCHA","Missing","Disbursements","2019","Donor","Volume",98.49622,"Poverty"
"696","UNOCHA","UNOCHA","Missing","Disbursements","2020","Donor","Volume",95.959761,"Poverty"
"697","UNRWA","UNRWA","5-20%","Commitments","2018","Donor","Volume",0,"Poverty"
"698","UNRWA","UNRWA","5-20%","Commitments","2019","Donor","Volume",0,"Poverty"
"699","UNRWA","UNRWA","5-20%","Commitments","2020","Donor","Volume",0,"Poverty"
"700","UNRWA","UNRWA","5-20%","Disbursements","2018","Donor","Volume",0,"Poverty"
"701","UNRWA","UNRWA","5-20%","Disbursements","2019","Donor","Volume",0,"Poverty"
"702","UNRWA","UNRWA","5-20%","Disbursements","2020","Donor","Volume",0,"Poverty"
"703","UNRWA","UNRWA","Above 20%","Commitments","2018","Donor","Volume",0,"Poverty"
"704","UNRWA","UNRWA","Above 20%","Commitments","2019","Donor","Volume",0,"Poverty"
"705","UNRWA","UNRWA","Above 20%","Commitments","2020","Donor","Volume",0,"Poverty"
"706","UNRWA","UNRWA","Above 20%","Disbursements","2018","Donor","Volume",0,"Poverty"
"707","UNRWA","UNRWA","Above 20%","Disbursements","2019","Donor","Volume",128.55381868,"Poverty"
"708","UNRWA","UNRWA","Above 20%","Disbursements","2020","Donor","Volume",129.285961426667,"Poverty"
"709","UNRWA","UNRWA","Less than 5%","Commitments","2018","Donor","Volume",0,"Poverty"
"710","UNRWA","UNRWA","Less than 5%","Commitments","2019","Donor","Volume",0,"Poverty"
"711","UNRWA","UNRWA","Less than 5%","Commitments","2020","Donor","Volume",0,"Poverty"
"712","UNRWA","UNRWA","Less than 5%","Disbursements","2018","Donor","Volume",0,"Poverty"
"713","UNRWA","UNRWA","Less than 5%","Disbursements","2019","Donor","Volume",772.03851999,"Poverty"
"714","UNRWA","UNRWA","Less than 5%","Disbursements","2020","Donor","Volume",1204.72451498667,"Poverty"
"715","UNRWA","UNRWA","Missing","Commitments","2018","Donor","Volume",0,"Poverty"
"716","UNRWA","UNRWA","Missing","Commitments","2019","Donor","Volume",0,"Poverty"
"717","UNRWA","UNRWA","Missing","Commitments","2020","Donor","Volume",0,"Poverty"
"718","UNRWA","UNRWA","Missing","Disbursements","2018","Donor","Volume",0,"Poverty"
"719","UNRWA","UNRWA","Missing","Disbursements","2019","Donor","Volume",44.50756153,"Poverty"
"720","UNRWA","UNRWA","Missing","Disbursements","2020","Donor","Volume",232.128190493333,"Poverty"
"721","US","US","5-20%","Commitments","2018","Donor","Volume",4006.80518324,"Poverty"
"722","US","US","5-20%","Commitments","2019","Donor","Volume",4004.36023231,"Poverty"
"723","US","US","5-20%","Commitments","2020","Donor","Volume",2260.25725077,"Poverty"
"724","US","US","5-20%","Disbursements","2018","Donor","Volume",1533.56463492,"Poverty"
"725","US","US","5-20%","Disbursements","2019","Donor","Volume",2347.40305225,"Poverty"
"726","US","US","5-20%","Disbursements","2020","Donor","Volume",1511.97043564,"Poverty"
"727","US","US","Above 20%","Commitments","2018","Donor","Volume",18865.07012591,"Poverty"
"728","US","US","Above 20%","Commitments","2019","Donor","Volume",14217.3688441,"Poverty"
"729","US","US","Above 20%","Commitments","2020","Donor","Volume",8342.43708969001,"Poverty"
"730","US","US","Above 20%","Disbursements","2018","Donor","Volume",8097.28682233,"Poverty"
"731","US","US","Above 20%","Disbursements","2019","Donor","Volume",8155.98503885999,"Poverty"
"732","US","US","Above 20%","Disbursements","2020","Donor","Volume",7319.30237408,"Poverty"
"733","US","US","Less than 5%","Commitments","2018","Donor","Volume",15182.44280406,"Poverty"
"734","US","US","Less than 5%","Commitments","2019","Donor","Volume",10007.98976515,"Poverty"
"735","US","US","Less than 5%","Commitments","2020","Donor","Volume",4398.24203803,"Poverty"
"736","US","US","Less than 5%","Disbursements","2018","Donor","Volume",3825.78217529,"Poverty"
"737","US","US","Less than 5%","Disbursements","2019","Donor","Volume",4063.74405533,"Poverty"
"738","US","US","Less than 5%","Disbursements","2020","Donor","Volume",3499.92932279,"Poverty"
"739","US","US","Missing","Commitments","2018","Donor","Volume",15292.99669621,"Poverty"
"740","US","US","Missing","Commitments","2019","Donor","Volume",18170.32131948,"Poverty"
"741","US","US","Missing","Commitments","2020","Donor","Volume",8882.60797533001,"Poverty"
"742","US","US","Missing","Disbursements","2018","Donor","Volume",4689.88128656999,"Poverty"
"743","US","US","Missing","Disbursements","2019","Donor","Volume",4914.91601652,"Poverty"
"744","US","US","Missing","Disbursements","2020","Donor","Volume",5456.08213845999,"Poverty"
"745","World Bank","World Bank","5-20%","Commitments","2018","Donor","Volume",8957.754966,"Poverty"
"746","World Bank","World Bank","5-20%","Commitments","2019","Donor","Volume",5317.736222,"Poverty"
"747","World Bank","World Bank","5-20%","Commitments","2020","Donor","Volume",9145.388222,"Poverty"
"748","World Bank","World Bank","5-20%","Disbursements","2018","Donor","Volume",6445.710657,"Poverty"
"749","World Bank","World Bank","5-20%","Disbursements","2019","Donor","Volume",8729.221733,"Poverty"
"750","World Bank","World Bank","5-20%","Disbursements","2020","Donor","Volume",10274.691573,"Poverty"
"751","World Bank","World Bank","Above 20%","Commitments","2018","Donor","Volume",13490.536517,"Poverty"
"752","World Bank","World Bank","Above 20%","Commitments","2019","Donor","Volume",9446.750194,"Poverty"
"753","World Bank","World Bank","Above 20%","Commitments","2020","Donor","Volume",11223.68929,"Poverty"
"754","World Bank","World Bank","Above 20%","Disbursements","2018","Donor","Volume",8520.423141,"Poverty"
"755","World Bank","World Bank","Above 20%","Disbursements","2019","Donor","Volume",9847.522267,"Poverty"
"756","World Bank","World Bank","Above 20%","Disbursements","2020","Donor","Volume",9630.291476,"Poverty"
"757","World Bank","World Bank","Less than 5%","Commitments","2018","Donor","Volume",14352.638234,"Poverty"
"758","World Bank","World Bank","Less than 5%","Commitments","2019","Donor","Volume",18634.822125,"Poverty"
"759","World Bank","World Bank","Less than 5%","Commitments","2020","Donor","Volume",18340.782283,"Poverty"
"760","World Bank","World Bank","Less than 5%","Disbursements","2018","Donor","Volume",15813.14968,"Poverty"
"761","World Bank","World Bank","Less than 5%","Disbursements","2019","Donor","Volume",17349.606341,"Poverty"
"762","World Bank","World Bank","Less than 5%","Disbursements","2020","Donor","Volume",20593.651074,"Poverty"
"763","World Bank","World Bank","Missing","Commitments","2018","Donor","Volume",2591.356526,"Poverty"
"764","World Bank","World Bank","Missing","Commitments","2019","Donor","Volume",2088.843232,"Poverty"
"765","World Bank","World Bank","Missing","Commitments","2020","Donor","Volume",2733.026502,"Poverty"
"766","World Bank","World Bank","Missing","Disbursements","2018","Donor","Volume",1294.112335,"Poverty"
"767","World Bank","World Bank","Missing","Disbursements","2019","Donor","Volume",1481.6641,"Poverty"
"768","World Bank","World Bank","Missing","Disbursements","2020","Donor","Volume",1593.47074,"Poverty"
"769","World Food Programme","World Food Programme","5-20%","Commitments","2018","Donor","Volume",540.599603,"Poverty"
"770","World Food Programme","World Food Programme","5-20%","Commitments","2019","Donor","Volume",908.387097,"Poverty"
"771","World Food Programme","World Food Programme","5-20%","Commitments","2020","Donor","Volume",1257.946465,"Poverty"
"772","World Food Programme","World Food Programme","5-20%","Disbursements","2018","Donor","Volume",540.599603,"Poverty"
"773","World Food Programme","World Food Programme","5-20%","Disbursements","2019","Donor","Volume",908.387097,"Poverty"
"774","World Food Programme","World Food Programme","5-20%","Disbursements","2020","Donor","Volume",1257.946465,"Poverty"
"775","World Food Programme","World Food Programme","Above 20%","Commitments","2018","Donor","Volume",4248.208202,"Poverty"
"776","World Food Programme","World Food Programme","Above 20%","Commitments","2019","Donor","Volume",4723.448803,"Poverty"
"777","World Food Programme","World Food Programme","Above 20%","Commitments","2020","Donor","Volume",4894.15985,"Poverty"
"778","World Food Programme","World Food Programme","Above 20%","Disbursements","2018","Donor","Volume",4248.208202,"Poverty"
"779","World Food Programme","World Food Programme","Above 20%","Disbursements","2019","Donor","Volume",4723.448803,"Poverty"
"780","World Food Programme","World Food Programme","Above 20%","Disbursements","2020","Donor","Volume",4894.15985,"Poverty"
"781","World Food Programme","World Food Programme","Less than 5%","Commitments","2018","Donor","Volume",1856.29781,"Poverty"
"782","World Food Programme","World Food Programme","Less than 5%","Commitments","2019","Donor","Volume",1950.414606,"Poverty"
"783","World Food Programme","World Food Programme","Less than 5%","Commitments","2020","Donor","Volume",1890.527778,"Poverty"
"784","World Food Programme","World Food Programme","Less than 5%","Disbursements","2018","Donor","Volume",1856.29781,"Poverty"
"785","World Food Programme","World Food Programme","Less than 5%","Disbursements","2019","Donor","Volume",1950.414606,"Poverty"
"786","World Food Programme","World Food Programme","Less than 5%","Disbursements","2020","Donor","Volume",1890.527778,"Poverty"
"787","World Food Programme","World Food Programme","Missing","Commitments","2018","Donor","Volume",29.428294,"Poverty"
"788","World Food Programme","World Food Programme","Missing","Commitments","2019","Donor","Volume",45.523244,"Poverty"
"789","World Food Programme","World Food Programme","Missing","Commitments","2020","Donor","Volume",36.826202,"Poverty"
"790","World Food Programme","World Food Programme","Missing","Disbursements","2018","Donor","Volume",29.428294,"Poverty"
"791","World Food Programme","World Food Programme","Missing","Disbursements","2019","Donor","Volume",45.523244,"Poverty"
"792","World Food Programme","World Food Programme","Missing","Disbursements","2020","Donor","Volume",36.826202,"Poverty"
"793","African Development Bank Group","African Development Bank Group","5-20%","Commitments","2018","Donor","Proportion",0.0454839762863035,"Poverty"
"794","African Development Bank Group","African Development Bank Group","5-20%","Commitments","2019","Donor","Proportion",0.132815247736253,"Poverty"
"795","African Development Bank Group","African Development Bank Group","5-20%","Commitments","2020","Donor","Proportion",0.134758784423849,"Poverty"
"796","African Development Bank Group","African Development Bank Group","5-20%","Disbursements","2018","Donor","Proportion",0.0360077481159675,"Poverty"
"797","African Development Bank Group","African Development Bank Group","5-20%","Disbursements","2019","Donor","Proportion",0.129858293488074,"Poverty"
"798","African Development Bank Group","African Development Bank Group","5-20%","Disbursements","2020","Donor","Proportion",0.102474228008682,"Poverty"
"799","African Development Bank Group","African Development Bank Group","Above 20%","Commitments","2018","Donor","Proportion",0.243108892477739,"Poverty"
"800","African Development Bank Group","African Development Bank Group","Above 20%","Commitments","2019","Donor","Proportion",0.472077891678656,"Poverty"
"801","African Development Bank Group","African Development Bank Group","Above 20%","Commitments","2020","Donor","Proportion",0.442455083901405,"Poverty"
"802","African Development Bank Group","African Development Bank Group","Above 20%","Disbursements","2018","Donor","Proportion",0.505751779172886,"Poverty"
"803","African Development Bank Group","African Development Bank Group","Above 20%","Disbursements","2019","Donor","Proportion",0.456972646137701,"Poverty"
"804","African Development Bank Group","African Development Bank Group","Above 20%","Disbursements","2020","Donor","Proportion",0.520564361969324,"Poverty"
"805","African Development Bank Group","African Development Bank Group","Less than 5%","Commitments","2018","Donor","Proportion",0.161721073876288,"Poverty"
"806","African Development Bank Group","African Development Bank Group","Less than 5%","Commitments","2019","Donor","Proportion",0.296298149176402,"Poverty"
"807","African Development Bank Group","African Development Bank Group","Less than 5%","Commitments","2020","Donor","Proportion",0.141428359061236,"Poverty"
"808","African Development Bank Group","African Development Bank Group","Less than 5%","Disbursements","2018","Donor","Proportion",0.268798894541745,"Poverty"
"809","African Development Bank Group","African Development Bank Group","Less than 5%","Disbursements","2019","Donor","Proportion",0.226356499294989,"Poverty"
"810","African Development Bank Group","African Development Bank Group","Less than 5%","Disbursements","2020","Donor","Proportion",0.192423924157927,"Poverty"
"811","African Development Bank Group","African Development Bank Group","Missing","Commitments","2018","Donor","Proportion",0.549686057359669,"Poverty"
"812","African Development Bank Group","African Development Bank Group","Missing","Commitments","2019","Donor","Proportion",0.0988087114086895,"Poverty"
"813","African Development Bank Group","African Development Bank Group","Missing","Commitments","2020","Donor","Proportion",0.28135777261351,"Poverty"
"814","African Development Bank Group","African Development Bank Group","Missing","Disbursements","2018","Donor","Proportion",0.189441578169401,"Poverty"
"815","African Development Bank Group","African Development Bank Group","Missing","Disbursements","2019","Donor","Proportion",0.186812561079236,"Poverty"
"816","African Development Bank Group","African Development Bank Group","Missing","Disbursements","2020","Donor","Proportion",0.184537485864066,"Poverty"
"817","Asian Development Bank","Asian Development Bank","5-20%","Commitments","2018","Donor","Proportion",0.386200402960189,"Poverty"
"818","Asian Development Bank","Asian Development Bank","5-20%","Commitments","2019","Donor","Proportion",0.310429177041484,"Poverty"
"819","Asian Development Bank","Asian Development Bank","5-20%","Commitments","2020","Donor","Proportion",0.256666402259614,"Poverty"
